0|SEDGWICK TYLER.
1|SEDGWICK TYLER
2|LASSO DE LA VEGA
3|ACEVES PARRA SALVADOR
4|
5|DI FIORE MARIANO
6|GUYTON ARTHUR
7|PADILLA TIBURCIO
8|PASQUALINI RODOLFO
9|ROBBINS STANLEY L
10|SCHAPOSNIK FIDEL
11|WYLIE W D
12|GONZALEZ MAS RAFAEL
13|PONS PEDRO AGUSTIN
14|REY PASTOR JULIO
15|SEARS FRANCIS W
16|SEARS F
17|SEARS FRANCIS
18|KIP ARTHUR F
19|FORCHHEIMER PHILIPP
20|KLEMPERER GEORG
21|LINK PABLO
22|NELSON WALDO E
23|TODD SANFORD
24|SCHINZ H
25|CONN HOWARD F
26|WHITE PAUL DUDLEY
27|LAPIERRE A
28|STEKEL WILHELM
29|STEKEL WILHEM
30|DILUCCA JUAN C
31|HUTYRA
32|SCHOLES
33|SISSON
34|RAIMONDI CARLOS A
35|RAIMONDI CARLOS
36|CODRON M
37|SASS
38|NNN
39|PEZZANO PASCUAL
40|ROSSI MARIO
41|COYNE
42|ZEVEKE G
43|GOLDENHORN SIMON
44|SOLDANO FERRUCIO A
45|EVERITT W L
46|TERMAN EMMONSNS
47|PARODI LORENZO R
48|BARTON FRANK TOWNEND
49|FURLONG GUILLERMO
50|HANSEN PALLE
51|WELSCH GLENN A
52|MORSCH E
53|VAN LOON HENDRIK WILLEM
54|PIJOAN JOSE
55|AUBOYER JEANNINE
56|GULLEN GORDON
57|JACOBY HELMUT
58|SCHWAGENSCHEIDT WALTER
59|PERPI�A SEBRIA ANTONIO
60|NICOLINI A R
61|OLDEROGGE DIMITRIJ A
62|KNOBLER NATHAN
63|ALVAR AALTO
64|BANHAN REYNER
65|HESSELGREN SVEN
66|ZEVI BRUNO
67|CANDILIS GEORGES
68|NEUFERT ERNST
69|HENN WALTER
70|MEDINA JOSE TORIBIO
71|ARNHEIM RUDOLF
72|FRENCH TOMAS E
73|VIRASORO CARLOS
74|DELLA CORTE A
75|WAGNER RICHARD
76|PENA JOAQUIN
77|PAHLEN KURT
78|VEGA CARLOS
79|LANG PAUL HENRY
80|MOELLER CHARLES
81|GONZALEZ PORTO BOMPIANI
82|SAINZ DE ROBLES CARLOS
83|QUINTILIANO MARCO FABIO
84|SAINTSBURY GEORGE
85|SAMPSOM GEORGE
86|MARTINI FRITZ
87|CLARETIE JULES
88|SANCTIS FRANCESCO DE
89|DIAZ PLAJA GUILLERMO
90|CASONA ALEJANDRO
91|VALBUENA PRAT ANGEL
92|O�A PEDRO
93|ROLLAND ROMAIN
94|BLASCO IBA�EZ VICENTE
95|BLEIBERG GERMAN
96|GARCIA LORCA FEDERICO
97|MENENDEZ PELAYO MARCELINO
98|RIO ANGEL DEL
99|ARRIETA RAFAEL ALBERTO
100|ROJAS RICARDO
101|HERNANDEZ JOSE
102|MARMOL JOSE
103|FRAY MOCHO
104|HUDSON GUILLERMO ENRIQUE
105|LYNCH BENITO
106|GONZALEZ JOAQUIN V
107|LUGONES
108|CICERON
109|MENANDRO
110|CANTU
111|GUTIERREZ ALBERTO
112|BARD PHILIP
113|DEFFONTAINES PERRE
114|DEFFONTAINES PIERRE
115|GOETZ WALTER
116|TOYNBEE ARNOLD JOSEPH
117|HERDER
118|MU�OZ AZPIRI JOSE LUIS
119|CASANOVA EDUARDO
120|OTERO PEDRAYO RAMON
121|DAGNINO PASTORE LORENZO
122|GEZ JUAN W.
123|MARRAZZO JAVIER
124|PICCIRILLI RICARDO
125|AGUILAR JOSE
126|RANKE LEOPOLD VON
127|THOMAS HENRY
128|MITRE BARTOLOME
129|OTERO JOSE PACIFICO
130|GALLACH
131|KAHLER ERICH
132|DURANT WILL
133|VALENTIN VEIT
134|CARBIA ROMULO
135|BREGATE ODILLA
136|CICERON MARCO TULIO
137|CANTU CESAR
138|CAPART JEAN
139|FERRERO GUGLIELMO
140|MOMSEN THEODORO
141|COHEN ROBERT
142|FISHER H.A.L.
143|CURTIUS ERNEST
144|LUZSCIENSKI M.
145|VAUSSARD MAURICE
146|RICHARD POTTER
